id,question,correctAnswer,answerA,answerB,answerC,answerD
189856,"common species disease vivax, deadliest falciparum.",D,Liver,Cholera,Tuberculosis,Malaria
189865,"""""checkerboard"""" variety procedure undergone reagents elisa assay.",D,Group (mathematics),Don Giovanni,Hamiltonian (quantum mechanics),Titration
189870,"value constant originally calculated johann josef loschmidt, constant sometimes represented capital l. faraday constant divided elementary charge, also conversion factor microscopic macroscopic units, grams.",B,Georg Wilhelm Friedrich Hegel,Avogadro constant,Hamiltonian (quantum mechanics),Group (mathematics)
189871,"protein produced process called cornification, consumed fungus causes athlete's foot.",D,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics),Keratin
189875,measurements transformed theory using lorentz transformations.,D,Group (mathematics),Don Giovanni,Hamiltonian (quantum mechanics),Special relativity
189879,italian term translates english word names genre horror movies.,B,Transcription (genetics),Yellow,Hamiltonian (quantum mechanics),Group (mathematics)
189883,"formed underneath glaciers, landforms cause devastating floods known jokulhaups (yoe-kull-howps).",C,Group (mathematics),Hamiltonian (quantum mechanics),Volcano,Georg Wilhelm Friedrich Hegel
189888,entire mass organ sometimes referred corpus vesicae fellae.,A,Gallbladder,Group (mathematics),Hamiltonian (quantum mechanics),Don Giovanni
189892,"though lithium potassium, element commonly used alcohol reduce ammonia birch reduction.",D,Ammonia,Arsenic,Cyclohexane,Sodium
189927,"one type field, arising problem proposed johann bernoulli (ber-noo-lee), one """"of variations.",A,Calculus,Hamiltonian (quantum mechanics),Don Giovanni,Group (mathematics)
189929,"name first vehicle planned canceled constellation program missions moon mars, name first nebula photographed.",A,Orion (constellation),Group (mathematics),Transcription (genetics),Hamiltonian (quantum mechanics)
189937,ping pong mechanism one method sometimes used describe molecules.,D,Group (mathematics),Joseph Conrad,Hamiltonian (quantum mechanics),Enzyme
189946,alternating light dark bands found base geological formations known ogives (oh-jives).,A,Glacier,Triton (moon),Cherenkov radiation,Stratosphere
189951,"effect used measure velocity width term tully-fisher relation, and, mossbauer effect, tower jefferson laboratory used pound rebka test variety it.",D,Group (mathematics),Don Giovanni,Hamiltonian (quantum mechanics),Doppler effect
189960,increase quantity due high frequency caused foucault currents manifests skin effect.,C,Diffraction,Capacitance,Electrical resistance,Turbulence
189968,"japan's chikyu hakken trying reach region, n-waves travel along upper boundary.",B,New Orleans,Mantle (geology),Zollverein,Seafloor spreading
189969,liquid form substance provides medium reduction aromatic rings birch reduction.,C,Group (mathematics),Georg Wilhelm Friedrich Hegel,Ammonia,Hamiltonian (quantum mechanics)
189975,experiment replicated erroneous results dayton miller.,A,Michelson-Morley experiment,Group (mathematics),Don Giovanni,Hamiltonian (quantum mechanics)
189980,one substances contains carbon-nitrogen double bond connected aryl alkyl group.,C,Hamiltonian (quantum mechanics),Transcription (genetics),Base (chemistry),Group (mathematics)
189990,"one part object, hr 465, shows unusual spectral levels promethium.",A,Andromeda Galaxy,Cherenkov radiation,Raman scattering,The Tempest
189994,"poisoning substance causes azotemia, polydipsia, itching, deficiency cause genu varum, harrison's groove, tetany.",A,Vitamin D,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
189996,"process ""pre"" version sees namesake band form around phragmosome.",A,Prophase,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel
190001,man names law used calculate transition rate eigenstates quantum setting.,D,Hamiltonian (quantum mechanics),Don Giovanni,Group (mathematics),Enrico Fermi
190009,"property tested proth's theorem, gimps searching numbers property.",A,Prime number,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel
190011,"one substances consists palladium deposited caco3 reacted lead acetate used hydrogenate alkynes alkenes, called lindlar variety.",C,Don Giovanni,Group (mathematics),Catalysis,Hamiltonian (quantum mechanics)
190015,compounds undergo e1 elimination reaction obeys zaitsev's rule produce alkenes.,B,Don Giovanni,Alcohol,Group (mathematics),Hamiltonian (quantum mechanics)
190020,"member group provides counter-ion organomagnesium grignard (""green-yard"") reagent.",A,Halogen,Adenosine triphosphate,Infrared spectroscopy,Ketone
190035,quantum coupling quantity described using clebsch-gordan coefficients.,D,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Angular momentum
190037,"gap quantity related unemployment okun's law, cost-push inflation characterized decrease value.",C,Georg Wilhelm Friedrich Hegel,Group (mathematics),Gross domestic product,Hamiltonian (quantum mechanics)
190040,"man hypothesized six known planets time moved around sun orbits distinct platonic solids first major work, mysterium cosmographicum, created catalogue stars planets called rudolphine tables.",B,Georg Wilhelm Friedrich Hegel,Johannes Kepler,Hamiltonian (quantum mechanics),Group (mathematics)
190065,"cells dyed black using golgi's method, allowed santiago cajal study purkinje variety cells.",D,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Neuron
190068,equation generalized simplification tafel equation high overpotential region.,C,Henry's law,Thermoelectric effect#Seebeck effect,Nernst equation,Arrhenius equation
108138,"louis hammett work ""super"" ones, developed namesake function measuring them, george olah nobel prize work ""magic"" one.",C,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Acid,Group (mathematics)
190080,fermat's little theorem used prove function prime minus one equals negative one modulo prime according wilson's theorem.,C,Bessel function,Josiah Willard Gibbs,Factorial,Arrow's impossibility theorem
190084,structure's muller glial cells differentiate multipotent progenitor cells cells around damaged.,C,Mitochondrion,Stomach,Retina,Cerebellum
190092,"process occurs circular region, airy disk form.",C,Piezoelectricity,Spin (physics),Diffraction,Thermoelectric effect#Seebeck effect
190096,"compound transformed 1,4-cyclohexadiene birch reduction undergo friedel-crafts acylation presence strong lewis acid.",B,Titanium,Benzene,Raoult's law,Diels-Alder reaction
190104,object's action compared photon moving semiconductor yochiro nambu.,D,Cherenkov radiation,Electric field,Doppler effect,Higgs boson
190117,"shape's universal constant root two plus natural log quantity one plus root two, one associated dandelin sphere.",C,Group (mathematics),Hamiltonian (quantum mechanics),Parabola,Johann Wolfgang von Goethe
190121,"reaction occur, components occupying gamow window must tunnel coulomb barrier.",B,Group (mathematics),Nuclear fusion,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel
190124,"aromatic nitration, compound deprotonates nitric acid classic electrophilic aromatic substitution reaction.",D,Ketone,Claisen condensation,Wolff-Kishner reduction,Sulfuric acid
190129,"one phenomena almost caused destruction aeta people clark air base, recent one united states classified pelean.",C,Group (mathematics),Don Giovanni,Types of volcanic eruptions,Hamiltonian (quantum mechanics)
190144,"patients condition, loss neurons leads atrophy frontal cortex cingulate gyrus, abnormalities apoe4 sorl1 genes factors appear cause it.",A,Alzheimer's disease,Arrhenius equation,Transcription (genetics),Tay-Sachs disease
190154,weiss domains property change size rapidly barkhausen jumps observed kerr microscopes.,D,Turbulence,Viscosity,Mass,Ferromagnetism
209282,"birefringence results entities voigt effect, light polarized rotation linearly dependent one components faraday effect.",A,Magnetic field,Electric field,Cherenkov radiation,Diamagnetism
190161,"quantity used compute hypervolume simplex cayley-menger variety, hadamard's inequality attempts find largest possible value quantity, also calculated rule sarrus.",A,Determinant,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics)
190166,"element's namesake line results transition two hyperfine levels ground state also called ""21 cm line."" reacting aluminum bases results formation tetrahydroxoaluminate element, isotope element two neutrons naturally occurring form called [*] tritium.",B,Group (mathematics),Hydrogen,Don Giovanni,Hamiltonian (quantum mechanics)
108154,properties catalogued database known brenda.,D,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Enzyme
190181,force predicted hideki yukawa mediated exchange pi mesons.,D,G. E. Moore,Group (mathematics),Hamiltonian (quantum mechanics),Nuclear force
190187,objects thought provide power blazars.,C,Group (mathematics),Hamiltonian (quantum mechanics),Black hole,Georg Wilhelm Friedrich Hegel
190190,set laws equates process's flux product namesake coefficient first derivative position derived continuity equation.,B,Thermoelectric effect#Seebeck effect,Diffusion,Vapor pressure,Arrhenius equation
190201,phenomenon's namesake spectroscopy used determine binding energy material.,D,Hamiltonian (quantum mechanics),Don Giovanni,Group (mathematics),Photoelectric effect
190206,force's namesake parameter proportional four pi squared times amplitude potential according tomlinson model.,B,Capacitance,Friction,Momentum,Turbulence
190211,process's complexometric type uses edta detect metal ions.,B,Don Giovanni,Titration,Group (mathematics),Hamiltonian (quantum mechanics)
190216,"cimmeria collided laurasia period, saw proliferation plesiosaurides.",A,Jurassic,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel
108162,wu-yang variety one particles consistent yang-mills field tensor.,B,Black hole,Magnetic monopole,Spin (physics),Davisson-Germer experiment
190225,one tissue's two component cell types endoplasmic reticula lined side.,D,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics),Phloem
190233,element used liquid ammonia reducing agent birch reduction.,C,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Sodium,Group (mathematics)
190235,john von neumann's work field includes backward induction.,A,Game theory,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
211931,"1896 man wrote ""the temperature earth's surface ... conditioned properties atmosphere surrounding it,"" quantifying carbon dioxide might lead greenhouse effect.",A,Svante Arrhenius,Group (mathematics),Hamiltonian (quantum mechanics),Don Giovanni
190250,compounds synthesized aldehydes ketones strecker synthesis.,D,Ester,Alkyne,Wittig reaction,Amino acid
190255,"meromictic form feature, limnic eruptions occur, though holomictic kind, thermoclines, don't exist meres, disrupted least annually.",A,Lake,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel
190261,"prokaryotes, organelle binds shine-dalgarno box, size measured svedberg units.",B,Group (mathematics),Ribosome,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel
190269,"quantity multiplied voltage gain produce """"miller"""" type quantity.",D,Group (mathematics),Johann Wolfgang von Goethe,Hamiltonian (quantum mechanics),Capacitance
190276,"virial (""""veer""""-ee-uhl) equation includes compression factor measures deviations law.",C,Thermoelectric effect#Seebeck effect,Helmholtz free energy,Ideal gas law,Bessel function
190294,"posthumous work philosopher contains sections """"thoughts mind style"""" """"the misery man without god.",C,George Santayana,William Blake,Blaise Pascal,Jean-Jacques Rousseau
190300,"man's namesake effect, magnetic field rotates plane polarized light.",B,Triton (moon),Michael Faraday,Cherenkov radiation,Raman scattering
190301,yedoma variety formations high proportion trapped greenhouse gases.,D,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics),Permafrost
190303,"organisms phylum chemosensors known osphradia, scaphopods phylum contain light-sensing organs known aesthetes.",B,Group (mathematics),Mollusca,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
190306,"linear algebra, function defined square matrices, function matrix times function equals identity matrix.",B,Group (mathematics),Inverse (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel
190314,man received doctorate university ferrara despite never studied there.,B,Don Giovanni,Nicolaus Copernicus,Group (mathematics),Hamiltonian (quantum mechanics)
190315,john von neumann invented one two-way variant.,D,Group (mathematics),Don Giovanni,Hamiltonian (quantum mechanics),Sorting algorithm
190335,"ethylene group attached compound monomer forms plastic polystyrene (""""polly""""-sty-reen).",D,Group (mathematics),Don Giovanni,Hamiltonian (quantum mechanics),Benzene
190343,"so-called """"thixo"""" index derived measuring property different shear rates.",C,Hamiltonian (quantum mechanics),Group (mathematics),Viscosity,Don Giovanni
190348,different forms objects noted lack silicon absorption line 615 nanometers.,B,Seafloor spreading,Supernova,Turbulence,Piezoelectricity
190357,shape dupin cyclide characteristic one comma one.,D,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel,Torus
190359,"cosmic microwave background radiation exists slightly condition, lambda points helium.",A,Absolute zero,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
190363,man learned italian means playing chess games wherein loser learn part language.,C,Group (mathematics),Hamiltonian (quantum mechanics),Benjamin Franklin,G. E. Moore
190373,"maclaurin, man lends name formula evaluating finite sums infinite series integrals.",A,Leonhard Euler,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel
190377,"helical grooves thin layer carbon metal used construction film type components, nichrome (nye-krome) used making wirewound type.",A,Resistor,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics)
190388,"one atom element found ring furan, atom bound two carbons epoxide.",A,Oxygen,Diffusion,Microtubule,Boron
190389,cxadr receptor utilized adeno ones icosahedral.,A,Virus,G. E. Moore,Group (mathematics),Hamiltonian (quantum mechanics)
190395,calculating quantity using time elapsed traveling object yields quantity sometimes known celerity (suh-lair-it-ee).,C,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Velocity,Group (mathematics)
190398,"one type objects used determine longest palindrome string referred """"suffix"""".",B,Dirac delta function,Tree (data structure),Riemann zeta function,Hooke's law
190412,non-thermal radiation emissions jupiter caused electrons trapped regions analogous these.,D,Raman scattering,Cosmic ray,Stratosphere,Van Allen radiation belt
190413,reacting carbonate acid releases carbon dioxide compound.,B,Transcription (genetics),Water,Group (mathematics),Hamiltonian (quantum mechanics)
190420,ion released ryanodine receptor activated turns channel sarcoplasmic reticulum.,D,Cholesterol,Acetylcholine,Tuberculosis,Calcium
190430,veblen giffen goods types goods price elasticity quantity greater zero.,B,Vapor pressure,Demand,Entropy,Electronegativity
190434,"developing information theory, claude shannon modified equation set quantity proportional sum probability particle particular microstate times natural log probability.",C,Bessel function,Helmholtz free energy,Entropy,Arrhenius equation
190443,error synthesis protein causes ehlers-danlos syndrome.,C,Hamiltonian (quantum mechanics),Don Giovanni,Collagen,Group (mathematics)
190445,high temperature polymorphs mineral include tridymite (trih-dih-mite) cristobalite (kris-toe-ball-ite).,A,Quartz,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel
190449,"euler line passes several distinctive points one objects, ceva's theorem also applies objects.",D,Hamiltonian (quantum mechanics),Don Giovanni,Group (mathematics),Triangle
190451,vertical component effect caused force sometimes named eotvos.,D,Hamiltonian (quantum mechanics),Don Giovanni,Group (mathematics),Coriolis effect
190453,one way denoting mathematical objects name object colon set right arrow another set.,C,Hamiltonian (quantum mechanics),Group (mathematics),Function (mathematics),Transcription (genetics)
190454,jaeger's (yay-gurs) method measures quantity measuring pressure required form small bubble.,C,Spin (physics),Vapor pressure,Surface tension,Second law of thermodynamics
190471,bertrand russell criticized man's approach mathematics work titled teaching man.,A,Euclid,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
190475,linear one objects showed evidence spontaneous splitting.,D,Don Giovanni,Hamiltonian (quantum mechanics),Group (mathematics),Comet
190482,structures contain inner outer transport mechanisms called tim tom complexes release cytochrome c apoptosis.,C,Glycogen,Cholesterol,Mitochondrion,Microtubule
190484,"one formula equates pair operations cauchy-riemann equation, matrix consisting functions operation performed called jacobian.",A,Derivative,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel
190492,wagner equation four-parameter extension antoine (ann-twahn) equation used model quantity fitted parameters.,C,Henry's law,Arrhenius equation,Vapor pressure,Aldol reaction
207111,one objects couple quasiparticle plasma oscillation known plasmon form polariton.,B,Group (mathematics),Photon,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel
190504,"interaction described terms single parameter, cabibbo (kuh-bee-bo) angle.",C,Pauli exclusion principle,Casimir effect,Weak interaction,Spin (physics)
190509,first step process involves condensation step called leptotene.,B,Group (mathematics),Meiosis,Hamiltonian (quantum mechanics),Don Giovanni
190514,"helmholtz, man proposed human vision caused three different types cone cells retina.",A,Thomas Young (scientist),Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel
190523,"one form phenomenon modeled cornu spiral, parametric plot two integrals arc length.",D,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel,Diffraction
190534,"fraunhofer lines sun's electromagnetic spectrum contain d-line, sometimes known """"doublet,"""" produced transitions element's family traditionally named element.",A,Sodium,Electronegativity,Bose-Einstein condensate,Raman scattering
190547,"principle equalization quantity states chemical compound, quantity geometric mean compound's constituent elements.",B,Hamiltonian (quantum mechanics),Electronegativity,Georg Wilhelm Friedrich Hegel,Group (mathematics)
190555,"materials property produce series audible clicks presence increasing magnetic field, via barkhausen (""""bark""""-how-zen) effect.",D,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Ferromagnetism
190580,electrons fired crystalline target element davisson-germer experiment.,B,Diffusion,Nickel,Bose-Einstein condensate,Titanium
190583,bacteria responsible disease form colonies rugose morphology.,D,Transcription (genetics),Group (mathematics),Hamiltonian (quantum mechanics),Cholera
190586,well-preserved pillar made material centerpiece qutb temple complex built fourth century delhi.,C,Sri Lanka,Frank Lloyd Wright,Iron,Carlos Fuentes
190591,myhill-nerode relation defined sets set called formal language.,D,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics),String (computer science)
190598,"one byproduct type reaction trapped """"blanket"""" structure; particular reaction type known """"d-t"""" reaction.",D,Ester,Acetone,Titration,Nuclear fusion
108913,"production compound described yang hoffman 1980, years dmitry neljubow first identified relevant function.",A,Ethylene,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics)
190609,e4 allele apoe gene largest genetic risk factor disease.,D,Hamiltonian (quantum mechanics),Group (mathematics),Don Giovanni,Alzheimer's disease
190613,efficiency carnot cycleis equal one minus values two reservoirs.,C,Don Giovanni,Group (mathematics),Temperature,Hamiltonian (quantum mechanics)
190616,"barkhausen effect concerns tiny inconsistencies materials displaying property, visualized microscopic level ising model.",B,Seafloor spreading,Ferromagnetism,Thermoelectric effect#Seebeck effect,Piezoelectricity
190620,cross linking protein occurs two oxidized derivatives lysine link up; amount cross linking occurs protein increases age.,D,Glycolysis,Cholesterol,Cyclic adenosine monophosphate,Collagen
190624,one type quantity related thermal diffusivity prandtl (pran-tul) number.,C,Entropy,Enthalpy,Viscosity,Diffusion
190626,"prokaryotes, organelles sedimentation coefficient 70, eukaryotes 80.",B,Microtubule,Ribosome,Antibody,Cholesterol
113693,"one type often twinned according baveno carlsbad laws, two types namesakes qapf diagram.",B,Hamiltonian (quantum mechanics),Feldspar,Don Giovanni,Group (mathematics)
190650,nuclear version term refers metastable excitations atomic nuclei.,A,Isomer,Hamiltonian (quantum mechanics),Group (mathematics),Clarinet
190652,deep inelastic scattering experiments gave evidence existence classification model proposed gell-mann.,C,Paramagnetism,Phonon,Quark,Neutrino
212002,"quantity divided specific weight measured units length, it's called namesake ""head."" compressibility equals partial derivative volume respect quantity, divided volume.",B,Enthalpy,Pressure,Viscosity,Entropy
190680,"unit time big bang gravity separated forces named man, law approximated rayleigh-jeans law describes blackbody radiation also named him.",C,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Max Planck,Group (mathematics)
190690,identified using technique known tilling.,B,Hamiltonian (quantum mechanics),Mutation,Group (mathematics),Georg Wilhelm Friedrich Hegel
190695,"mayan prefix """"ox"""" """"ux,"""" place-name """"uxmal,"""" means english.",B,Don Giovanni,3 (number),Hamiltonian (quantum mechanics),Group (mathematics)
190698,kerr effect changes namesake ratio involved phenomena presence electric field.,B,Group (mathematics),Refraction,Hamiltonian (quantum mechanics),Don Giovanni
206027,one disease caused member phylum diagnosed using kato technique disease cycle first elucidated piraja da silva; disease's acute form also called katayama's fever.,D,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics),Flatworm
190711,one god associated object sometimes chariot drawn horse seven heads named surya.,D,Hamiltonian (quantum mechanics),Group (mathematics),G. E. Moore,Sun
190720,plasma exhibits bohm type phenomenon.,B,Paramagnetism,Diffusion,Diamagnetism,Diffraction
190732,two elements group exchanged sn2 reaction named finklestein.,B,Chlorophyll,Halogen,Titanium,Electron
190735,members animal phylum produce larvae called veliger.,D,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Mollusca
190747,unit quaternions form four dimensional analogue one these.,D,Don Giovanni,Hamiltonian (quantum mechanics),Group (mathematics),Sphere
190752,"element originally used catalyst haber process, found abundance saskatchewan.",B,Bose-Einstein condensate,Uranium,Titanium,Boron
190758,one type input region mossy fibers.,D,Mitochondrion,Liver,Retina,Cerebellum
190764,calculated magnetic dipole subject magnetic field taking dot product magnetic moment times negative one b.,A,Potential energy,Transcription (genetics),Hamiltonian (quantum mechanics),Group (mathematics)
190774,"one model universe cosmological constant named de sitter man, also names state matter exists low temperatures bose.",B,Doppler effect,Albert Einstein,Stark effect,Cherenkov radiation
190782,kendall notation allows one characterize models based actual instances structure.,B,Hamiltonian (quantum mechanics),Queue (abstract data type),Georg Wilhelm Friedrich Hegel,Group (mathematics)
190789,"laboratory environment, calcium chloride sodium sulfate commonly used """"agents"""" removing substance; agents known dessicants.",A,Water,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Group (mathematics)
190791,taking set principal axis divided square root value quantity yields ellipsoid.,D,Johann Wolfgang von Goethe,Hamiltonian (quantum mechanics),Group (mathematics),Moment of inertia
190800,"density molecule measured using dobson unit, respiratory irritant produced reaction nitrogen oxides air presence sunlight.",C,Citric acid cycle,Boron,Ozone,Diffusion
212026,constant representing phenomenon equals 64 reynolds number laminar flow.,D,Momentum,Diffraction,Torque,Friction
190817,"addition respiratory circulatory systems, system obeys murray's law.",D,Group (mathematics),Hamiltonian (quantum mechanics),Johann Wolfgang von Goethe,Xylem
190819,element characteristic line 589 nanometers produced electrolytic castner process.,C,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Sodium,Group (mathematics)
190826,efficiency increased hydrogen tunneling.,D,Hamiltonian (quantum mechanics),G. E. Moore,Group (mathematics),Enzyme
190829,man discussed theories matter incorrect theories comets assayer.,A,Galileo Galilei,Transcription (genetics),Group (mathematics),Hamiltonian (quantum mechanics)
190835,"one character novel hypnotized told story relative alice, another character mysteriously dies chair one ancestors died in.",C,G. E. Moore,Group (mathematics),The House of the Seven Gables,Hamiltonian (quantum mechanics)
190836,"second time derivative quantity included formulation virial theorem, another rule governing quantity specifies unchanged namesake reconfiguration, stretch rule.",A,Moment of inertia,Thermoelectric effect#Seebeck effect,Spin (physics),Vapor pressure
190846,"one type process employs band teflon spins, compounds defy process called azeotropes.",C,Viscosity,Aldol reaction,Distillation,Titanium
190860,"one type entities appear like spokes wheel """"actiniform.",A,Cloud,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics)
190875,three objects known term collectively used represent spin operators named wolfgang pauli.,A,Matrix (mathematics),Hamiltonian (quantum mechanics),Group (mathematics),Don Giovanni
190885,"sliding filament theory muscle contraction, binding molecule allows myosin detach actin.",A,Adenosine triphosphate,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel
190886,astronomical body visited orbited clementine spacecraft.,D,Crab Nebula,Venus,Cherenkov radiation,Moon
190897,used solvent jones reaction.,C,Hamiltonian (quantum mechanics),Transcription (genetics),Acetone,Group (mathematics)
209307,man proposed labor theory value work proposing paper currency member secret committee correspondence.,C,Group (mathematics),Hamiltonian (quantum mechanics),Benjamin Franklin,Don Giovanni
190909,"thomas kuhn's structure scientific revolutions uses question element said ""discovered"" illustrate concept accumulation anomalies.",B,Transcription (genetics),Oxygen,Hamiltonian (quantum mechanics),Group (mathematics)
190910,cayley's theorem states every group isomorphic group entities.,A,Permutation,Group (mathematics),Don Giovanni,Hamiltonian (quantum mechanics)
190917,"one rare type formations understood solitons known """"morning glory"""" type them.",A,Cloud,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics)
190920,"effect dominates energy regimes one mega-electron volt, higher energies compton scattering pair production likely occur.",D,Seafloor spreading,Cherenkov radiation,Meissner effect,Photoelectric effect
190921,things commonly formed vadose zones.,C,Hamiltonian (quantum mechanics),Don Giovanni,Aquifer,Group (mathematics)
190929,"spin-spin coupling chemical shift observed phenomenon takes advantage half-spin particles, namesake form nmr.",C,Group (mathematics),Georg Wilhelm Friedrich Hegel,Proton,Hamiltonian (quantum mechanics)
190934,heaviest element group synthesized bombarding californium calcium.,B,Hamiltonian (quantum mechanics),Noble gas,Georg Wilhelm Friedrich Hegel,Group (mathematics)
190946,thinker argued philosophical dependence senses pointing changes piece wax undergoes melts.,C,Hamiltonian (quantum mechanics),Group (mathematics),Rene Descartes,G. E. Moore
190954,structure compound confirmed kathleen lonsdale using x-ray diffraction.,C,Aldol reaction,Polymerase chain reaction,Benzene,Adenosine triphosphate
190959,"georges cuvier early opponent theory, one proponent geoffroy saint-hilaire.",A,Evolution,Johann Wolfgang von Goethe,Hamiltonian (quantum mechanics),Don Giovanni
212051,"fictional society almost completely made substance, designer integral discovers secrets mephi.",A,Glass,Hamiltonian (quantum mechanics),Don Giovanni,Group (mathematics)
190970,letters e z used distinguish atoms located relative one structures.,C,Don Giovanni,Group (mathematics),Double bond,Hamiltonian (quantum mechanics)
190973,electric field point equal divided charge.,A,Force,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics)
190979,barium titanate commonly used ceramic ones.,C,Group (mathematics),Georg Wilhelm Friedrich Hegel,Capacitor,Hamiltonian (quantum mechanics)
190980,multiwalled structures formed element tensile strength 63 gigapascals.,A,Carbon,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
190981,distributed model developed treating pyrolysis biomass.,D,Johann Wolfgang von Goethe,Hamiltonian (quantum mechanics),Group (mathematics),Activation energy
190992,"one property exhibited molecule haldane effect, a1c type molecule used monitoring blood sugar levels diabetics.",D,Acetylcholine,Microtubule,Cholesterol,Hemoglobin
190993,"one sub-structure organelle develops aid vipp1, protein present every organism contains organelle, arabidopsis thaliana cyanobacteria.",A,Chloroplast,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel
190995,one particles produces electron positron pair production.,C,Group (mathematics),Transcription (genetics),Photon,Hamiltonian (quantum mechanics)
191015,part objects examined process called traversal.,C,Transcription (genetics),Group (mathematics),Tree (data structure),Hamiltonian (quantum mechanics)
191016,"particle, quantity equal quotient planck's (plonks) constant wavelength.",A,Momentum,Pauli exclusion principle,Angular momentum,Thermoelectric effect#Seebeck effect
191017,parameter parameter lorentz factor.,C,Don Giovanni,Hamiltonian (quantum mechanics),Speed of light,Group (mathematics)
191020,principle explains decreased solubility ionization molecule common ion effect.,D,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics),Le Chatelier's principle
191022,"word defines type computer graphics codes instructions drawing, rather color grid pixel.",B,Group (mathematics),Vector (mathematics and physics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel
191023,"along sodium carbonate, element's chloride produced solvay process.",A,Calcium,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics)
191026,one phenomena discovered 2006 leading candidate first-discovered pair-instability type them.,A,Supernova,Black hole,Piezoelectricity,Seafloor spreading
191034,"water aspirator mechanical pump used reduce time needed first step process """"vacuum"""" type process.",B,Titration,Distillation,Viscosity,Enthalpy
191041,csaba horvath pioneering work high performance liquid version technique.,A,Chromatography,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics)
191051,"one measure activity organ qrs complex, larger p wave mass disparity sub-sections organ connected ""semilunar"" structure ones receive ""superior"" ""inferior"" vena cava.",D,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics),Heart
191052,value field created property calculated using biot-savart law (bee-oh sah-vahr).,B,Doppler effect,Electric current,Magnetic field,Black hole
191061,law apparently contradicted poincare recurrence theorem.,D,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Group (mathematics),Second law of thermodynamics
